2024-04-13 14:05:27, INFO: Current git head hash code: %s
2024-04-13 14:05:27, INFO: Using device: cuda:0
2024-04-13 14:05:27, INFO: The window size is 1
2024-04-13 14:05:28, INFO: Policy:MambaRL
2024-04-13 14:05:28, INFO: Env config file: configs/env.config
2024-04-13 14:05:28, INFO: human number: 5
2024-04-13 14:05:28, INFO: Not randomizing human radius and preferred speed
2024-04-13 14:05:28, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2024-04-13 14:05:28, INFO: Square width: 10.0, circle width: 4.0
2024-04-13 14:05:28, INFO: Current learning rate: 0.010000
2024-04-13 14:05:32, INFO: TRAIN has success rate: 1.00, collision rate: 0.00, nav time: 9.95±0.865805, total reward: 0.2588)
2024-04-13 14:05:42, INFO: Finish imitation learning. Weights saved.
2024-04-13 14:05:42, INFO: Experience set size: 3981/100000
2024-04-13 14:05:42, INFO: Agent is visible and has holonomic kinematic constraint
2024-04-13 14:05:42, INFO: Current learning rate: 0.001000
2024-04-13 14:06:58, INFO: VAL   in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 9.22±0.361421, total reward: 0.3582)
2024-04-13 14:06:58, INFO: Frequency of being in danger: 0.16 and average min separate distance in danger: 0.14±0.0
2024-04-13 14:07:07, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 20.50±0.000000, total reward: 0.0802)
2024-04-13 14:07:08, INFO: Saving RL model weights.
2024-04-13 14:07:10, INFO: TRAIN in episode 1 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1518)
2024-04-13 14:07:18, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1398)
2024-04-13 14:07:25, INFO: TRAIN in episode 3 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.0624)
2024-04-13 14:07:28, INFO: TRAIN in episode 4 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1554)
2024-04-13 14:07:34, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.0754)
2024-04-13 14:07:39, INFO: TRAIN in episode 6 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1647)
2024-04-13 14:07:47, INFO: TRAIN in episode 7 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1037)
2024-04-13 14:07:50, INFO: TRAIN in episode 8 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1619)
2024-04-13 14:07:59, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 16.75±0.000000, total reward: 0.1475)
2024-04-13 14:08:03, INFO: TRAIN in episode 10 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1594)
2024-04-13 14:08:06, INFO: TRAIN in episode 11 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1364)
2024-04-13 14:08:12, INFO: TRAIN in episode 12 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1008)
2024-04-13 14:08:18, INFO: TRAIN in episode 13 has success rate: 0.00, collision rate: 1.00, nav time: 25.00±0.000000, total reward: -0.1106)
